agent,chaos_level,episode,reward_total,delay_mean,queue_mean,gini_mean,cvar_95,teleports_total,collisions_total,steps
ppo_ideal,0.15,6,-321549.0542830378,978.5208333333334,52.7375,0.432195754804545,5352.5,0,8,720
ppo_ideal,0.15,7,-243656.180802257,729.7611111111111,42.57361111111111,0.43139260304160415,3679.3888888888887,0,12,720
ppo_ideal,0.15,8,-165427029.42787132,535029.4569444444,469.10833333333335,0.20383273751164477,1600029.5,0,4,720
ppo_ideal,0.15,9,-365610.13382930536,1125.9888888888888,61.484722222222224,0.3904343949320416,5457.5,0,14,720
ppo_ideal,0.15,10,-244177.80733852088,732.3222222222222,43.75,0.43290434500409497,3154.9166666666665,0,12,720
ppo_chaos,0.15,1,-304122.9839602802,928.2916666666666,53.6875,0.39899981611201335,4204.444444444444,0,6,720
ppo_chaos,0.15,2,-127528.3001559645,378.8625,22.695833333333333,0.4851859072430266,2891.5555555555557,0,14,720
ppo_chaos,0.15,3,-206023.37798315138,604.9375,37.0375,0.4536017738489641,3145.027777777778,0,12,720
ppo_chaos,0.15,4,-134580.71085700544,398.0763888888889,26.54722222222222,0.4639391528028581,2436.027777777778,0,10,720
ppo_chaos,0.15,5,-334546.83636437805,939.7527777777777,32.397222222222226,0.48813131656497716,8177.388888888889,0,12,720
ppo_chaos,0.15,6,-239520.108307419,739.2458333333333,43.169444444444444,0.43522364545820486,4440.666666666667,0,12,720
ppo_chaos,0.15,7,-209607.37792088688,629.8805555555556,37.272222222222226,0.4693422263281213,3684.527777777778,0,12,720
ppo_chaos,0.15,8,-144723.83456153946,428.93194444444447,27.697222222222223,0.4946044515714877,2861.8611111111113,0,10,720
ppo_chaos,0.15,9,-201913.8989983432,598.7333333333333,35.204166666666666,0.4504583256629606,3401.4166666666665,0,8,720
ppo_chaos,0.15,10,-425220.62225960346,1322.8916666666667,71.2875,0.39593638705296647,6890.666666666667,0,10,720
Fixed,0.15,1,-175313.25720212422,520.1527777777778,34.09861111111111,0.4984129727973292,3705.4166666666665,0,8,720
Fixed,0.15,2,-137415.5895840857,423.00694444444446,24.68888888888889,0.46708140780424906,4396.75,0,14,720
Fixed,0.15,3,-270869.66914893314,813.7569444444445,40.605555555555554,0.4586534672830668,5223.833333333333,0,10,720
Fixed,0.15,4,-216515.7586764671,634.725,35.21666666666667,0.45443831697727244,4312.277777777777,0,6,720
Fixed,0.15,5,-148850.57949271688,427.5805555555556,28.78611111111111,0.4892569107262211,2361.3888888888887,0,10,720
Fixed,0.15,6,-69250.02052558734,197.0125,18.481944444444444,0.5450024332747692,1219.1666666666667,0,10,720
Fixed,0.15,7,-155249.6562598318,470.28333333333336,25.668055555555554,0.49424194366567664,5040.833333333333,0,12,720
Fixed,0.15,8,-86035.72629900948,260.84166666666664,20.926388888888887,0.48438101393274136,1884.6666666666667,0,12,720
Fixed,0.15,9,-106948.5475226879,310.06805555555553,23.176388888888887,0.49836816059218514,2221.8333333333335,0,10,720
Fixed,0.15,10,-151758.55807269068,445.10277777777776,28.780555555555555,0.5002688550493783,2910.3888888888887,0,12,720
MaxPressure,0.15,1,-250850.0694404133,741.6527777777778,42.519444444444446,0.4642103722836408,3664.0833333333335,0,18,720
MaxPressure,0.15,2,-68048.80806513876,194.40972222222223,15.194444444444445,0.5583706719386908,1392.837837837838,0,8,720
MaxPressure,0.15,3,-96682.42908056304,277.5541666666667,20.654166666666665,0.48994944705110455,1769.2777777777778,0,12,720
MaxPressure,0.15,4,-212406.03572250737,638.1166666666667,38.34583333333333,0.4376653819784729,3482.1944444444443,0,8,720
MaxPressure,0.15,5,-323580.80189750274,959.8055555555555,54.31944444444444,0.456027303253197,4564.361111111111,0,10,720
MaxPressure,0.15,6,-276390.61627089453,816.8,45.93472222222222,0.42646421710443166,3495.3888888888887,0,8,720
MaxPressure,0.15,7,-190643.288196294,569.1097222222222,34.24305555555556,0.45040831617597077,3202.8333333333335,0,2,720
MaxPressure,0.15,8,-185780.83815462253,568.4777777777778,34.705555555555556,0.4733247899191661,4210.027777777777,0,4,720
MaxPressure,0.15,9,-234789.6601089664,687.4152777777778,39.829166666666666,0.48546346743694613,3524.277777777778,0,8,720
MaxPressure,0.15,10,-157508.78864314407,459.2986111111111,29.231944444444444,0.4842066812225514,2442.277777777778,0,10,720
CoLight,0.15,1,-108608.07236255481,330.4527777777778,20.469444444444445,0.4670016784945296,3385.9444444444443,0,6,720
CoLight,0.15,2,-98610.53952831923,283.35,18.904166666666665,0.48027559407055376,2076.9444444444443,0,10,720
CoLight,0.15,3,-37168.458904108404,101.63194444444444,11.830555555555556,0.5488838153166904,680.4166666666666,0,20,720
CoLight,0.15,4,-135268.00899847897,391.82916666666665,16.35972222222222,0.5102268448099494,5358.611111111111,0,12,720
CoLight,0.15,5,-83807.96890263335,250.26805555555555,19.54722222222222,0.48133751219138504,2105.3333333333335,0,2,720
CoLight,0.15,6,-34938.43099170775,98.97916666666667,10.480555555555556,0.48532866531362134,779.7777777777778,0,14,720
CoLight,0.15,7,-100023.29238110557,300.3652777777778,21.143055555555556,0.5018165791924629,2724.6666666666665,0,8,720
CoLight,0.15,8,-62036.12440616303,179.46666666666667,14.609722222222222,0.5098352137176941,1515.3055555555557,0,6,720
CoLight,0.15,9,-61112.06489048824,176.94861111111112,15.625,0.535022641149246,1501.6944444444443,0,6,720
CoLight,0.15,10,-98203.70264750122,292.86944444444447,19.058333333333334,0.5194567013945844,2830.1388888888887,0,12,720
ppo_ideal,0.3,1,-182919.58033143653,534.1722222222222,32.88333333333333,0.4827793122062253,2907.6388888888887,0,70,720
ppo_ideal,0.3,2,-142131.14160133974,406.7875,26.67361111111111,0.48121111731355387,2163.1111111111113,0,50,720
ppo_ideal,0.3,3,-121070.20540551991,354.7402777777778,24.4125,0.5065065070365866,2388.162162162162,0,34,720
ppo_ideal,0.3,4,-245976.29899477886,730.8805555555556,40.5125,0.47036571656871173,3926.75,0,56,720
ppo_ideal,0.3,5,-235205.78508824427,707.4236111111111,42.6375,0.4675235566864204,4447.416666666667,0,34,720
ppo_ideal,0.3,6,-215913.2079166863,667.5652777777777,42.2375,0.4611477624366267,4968.861111111111,0,32,720
ppo_ideal,0.3,7,-229142.63779735717,677.9097222222222,39.4375,0.43536017294973134,3591.972222222222,0,46,720
ppo_ideal,0.3,8,-311712.40177647513,922.1388888888889,50.6875,0.4916748910883649,5227.777777777777,0,40,720
ppo_ideal,0.3,9,-252847.5082467288,763.7333333333333,45.94583333333333,0.44309373485545317,4360.135135135135,0,54,720
ppo_ideal,0.3,10,-234791.99140121712,689.9597222222222,41.80416666666667,0.4592194500793185,3546.0833333333335,0,46,720
ppo_chaos,0.3,1,-175695.21878480466,515.5013888888889,32.540277777777774,0.4755499296511213,2887.972222222222,0,44,720
ppo_chaos,0.3,2,-212108.43816496656,631.4375,37.020833333333336,0.4793433563266363,3444.0833333333335,0,54,720
ppo_chaos,0.3,3,-7641051.972435332,22903.020833333332,93.88472222222222,0.3947797932041188,204444.80555555556,0,26,720
ppo_chaos,0.3,4,-199886.86301888825,600.2625,36.44305555555555,0.4701991615196069,3778.3333333333335,0,52,720
ppo_chaos,0.3,5,-3676666.354888724,11856.318055555555,71.79722222222222,0.4349763366859406,147616.77777777778,0,28,720
ppo_chaos,0.3,6,-158898.3152294368,480.00555555555553,29.522222222222222,0.48016309924423695,3465.9166666666665,0,44,720
ppo_chaos,0.3,7,-194706.290750777,589.4597222222222,35.2,0.4439386610045201,3286.4444444444443,0,28,720
ppo_chaos,0.3,8,-99431.3345298633,294.09305555555557,22.98472222222222,0.527011712330083,1778.5,0,44,720
ppo_chaos,0.3,9,-31008672.722876173,99555.20833333333,209.0986111111111,0.3061244267039001,639946.0,0,10,720
ppo_chaos,0.3,10,-183542.4520663146,542.8444444444444,34.41388888888889,0.4659817884934859,2545.9444444444443,0,26,720
Fixed,0.3,1,-94867.51054533609,278.9875,20.336111111111112,0.491715487667049,2217.8888888888887,0,52,720
Fixed,0.3,2,-96864.85000786578,273.0541666666667,22.225,0.5108796660452046,1761.4722222222222,0,48,720
Fixed,0.3,3,-178600.38710309713,536.6097222222222,31.995833333333334,0.4809588106349111,4477.916666666667,0,32,720
Fixed,0.3,4,-191701.18601798563,545.6722222222222,36.13055555555555,0.4647500832668609,3056.75,0,36,720
Fixed,0.3,5,-158027.63741658407,482.08472222222224,29.53611111111111,0.4756361878890958,4731.472222222223,0,36,720
Fixed,0.3,6,-177422916.81553513,578422.0236111111,507.6486111111111,0.14312747731132225,1741074.0,0,10,720
Fixed,0.3,7,-131033.46434325725,379.35,26.329166666666666,0.5058534410057797,2724.3611111111113,0,36,720
Fixed,0.3,8,-128064.60823311657,377.3875,29.39027777777778,0.48198256072484785,2228.6944444444443,0,24,720
Fixed,0.3,9,-84340.31400137619,249.06527777777777,23.011111111111113,0.46626852488973075,1438.111111111111,0,62,720
Fixed,0.3,10,-149895.53697512374,452.19305555555553,27.118055555555557,0.5173008107580245,4484.666666666667,0,42,720
MaxPressure,0.3,1,-149809.44939411245,437.7763888888889,29.065277777777776,0.4993027505206151,2403.0833333333335,0,48,720
MaxPressure,0.3,2,-221940.29292591065,648.0666666666667,37.38333333333333,0.5041339162530171,3220.777777777778,0,54,720
MaxPressure,0.3,3,-430681.80511967395,1336.2569444444443,72.80833333333334,0.39770888737920257,6585.621621621622,0,32,720
MaxPressure,0.3,4,-183372.52069210634,551.9375,32.75694444444444,0.41491061160340903,3628.9444444444443,0,32,720
MaxPressure,0.3,5,-253540.23048531712,758.775,42.701388888888886,0.44736335794958804,3615.972222222222,0,46,720
MaxPressure,0.3,6,-190628.61310813355,575.7125,36.419444444444444,0.4634866117292808,3457.8888888888887,0,42,720
MaxPressure,0.3,7,-314269.28432690573,966.7708333333334,55.486111111111114,0.40316818011924627,4897.583333333333,0,34,720
MaxPressure,0.3,8,-137455.91952810663,409.59305555555557,27.581944444444446,0.451479296789815,2708.8055555555557,0,48,720
MaxPressure,0.3,9,-182205.39851598593,552.5791666666667,31.54861111111111,0.47545609252734317,3877.722222222222,0,42,720
MaxPressure,0.3,10,-164558.8503244549,488.2472222222222,30.497222222222224,0.48078853914307224,3026.3888888888887,0,46,720
CoLight,0.3,1,-124855.07676048801,370.70972222222224,21.943055555555556,0.5114664837407569,3950.027777777778,0,38,720
CoLight,0.3,2,-73522.71535642595,204.44583333333333,17.393055555555556,0.545441464934912,1423.9166666666667,0,34,720
CoLight,0.3,3,-114596.94359921516,352.3625,25.204166666666666,0.4761277741442124,3827.0833333333335,0,32,720
CoLight,0.3,4,-43792.52625587434,127.09027777777777,12.809722222222222,0.5103067401589618,1111.861111111111,0,28,720
CoLight,0.3,5,-64390.084358984226,183.11111111111111,16.0625,0.5068720323344071,1261.9444444444443,0,28,720
CoLight,0.3,6,-45487.3732422553,135.675,15.027777777777779,0.4869131585893532,1059.888888888889,0,58,720
CoLight,0.3,7,-89910.09794268012,269.9402777777778,20.2125,0.49813862351907623,2687.6111111111113,0,48,720
CoLight,0.3,8,-141625.21658460368,442.1152777777778,27.919444444444444,0.43803974353553105,4408.916666666667,0,16,720
CoLight,0.3,9,-45982.14885396809,129.5888888888889,12.590277777777779,0.5145780276300178,961.7777777777778,0,38,720
CoLight,0.3,10,-108596.84716792256,330.94166666666666,23.79861111111111,0.48818133297479815,2931.5,0,46,720
ppo_ideal,0.5,1,-228854.50731351378,685.0236111111111,41.68888888888889,0.4634597847859065,3950.3611111111113,0,124,720
ppo_ideal,0.5,2,-149611.697757227,443.2472222222222,28.895833333333332,0.4615636908656193,2737.0555555555557,0,122,720
ppo_ideal,0.5,3,-373033.1382312954,1163.9819444444445,58.87777777777778,0.3960103300710519,6735.388888888889,0,124,720
ppo_ideal,0.5,4,-162974.10274003595,480.61944444444447,31.15138888888889,0.4560312038701442,2852.3888888888887,0,136,720
ppo_ideal,0.5,5,-223478.1032562569,667.1763888888889,39.74444444444445,0.4578854456336962,3389.6666666666665,0,136,720
ppo_ideal,0.5,6,-174599.53802673,514.3597222222222,34.40833333333333,0.4668427163424591,2774.472222222222,0,166,720
ppo_ideal,0.5,7,-123760.00296634363,359.8361111111111,26.595833333333335,0.5120507701093124,2262.8611111111113,0,122,720
ppo_ideal,0.5,8,-514839.0988553934,1586.8527777777779,79.75416666666666,0.35508729348787005,6325.083333333333,0,130,720
ppo_ideal,0.5,9,-390651.1728550397,1173.713888888889,62.140277777777776,0.41561506962817574,5625.222222222223,0,122,720
ppo_ideal,0.5,10,-234932.40394045302,676.0277777777778,39.69444444444444,0.4782589835787399,3567.3611111111113,0,120,720
ppo_chaos,0.5,1,-151958.21065167617,456.5472222222222,30.052777777777777,0.4736604244267154,2903.4444444444443,0,116,720
ppo_chaos,0.5,2,-193077.09910858943,580.9694444444444,35.2125,0.45647735458074346,3596.9166666666665,0,116,720
ppo_chaos,0.5,3,-59278177.26472756,163746.2736111111,138.57638888888889,0.7132626275945869,473564.5,0,22,720
ppo_chaos,0.5,4,-302860.6788426116,936.2416666666667,49.86527777777778,0.42166130838708743,5925.111111111111,0,128,720
ppo_chaos,0.5,5,-201913.57431087477,598.7319444444445,39.27361111111111,0.448029217012744,3272.9444444444443,0,152,720
ppo_chaos,0.5,6,-120856.67267957778,363.1777777777778,26.413888888888888,0.46237351656374004,2465.0555555555557,0,96,720
ppo_chaos,0.5,7,-146011.5063539982,445.22222222222223,27.09861111111111,0.4662331203619639,3149.5,0,124,720
ppo_chaos,0.5,8,-262968.38932942826,779.8513888888889,42.3125,0.4693950436491933,5439.333333333333,0,132,720
ppo_chaos,0.5,9,-286731.371234347,873.0111111111111,50.52777777777778,0.4132927516061399,4431.5,0,140,720
ppo_chaos,0.5,10,-215042.15248901735,646.1111111111111,37.52638888888889,0.45348374545056785,4137.222222222223,0,150,720
Fixed,0.5,1,-87514.86700031385,259.2875,22.445833333333333,0.48781018663818637,1814.7222222222222,0,114,720
Fixed,0.5,2,-99904.54915419185,298.4972222222222,25.858333333333334,0.46920904718442924,1944.111111111111,0,116,720
Fixed,0.5,3,-83574.70967384503,241.69722222222222,21.99861111111111,0.5083781196528838,1498.0,0,134,720
Fixed,0.5,4,-79449.19165198207,232.2277777777778,21.147222222222222,0.5305169073243936,1414.6944444444443,0,124,720
Fixed,0.5,5,-68346.16938834116,202.23333333333332,18.84722222222222,0.4646730941720307,1470.5833333333333,0,118,720
Fixed,0.5,6,-189533.12151872515,579.1305555555556,39.37083333333333,0.43296999409794806,4001.4166666666665,0,112,720
Fixed,0.5,7,-74013.89333138018,216.40416666666667,21.104166666666668,0.49024690453790953,1340.2777777777778,0,96,720
Fixed,0.5,8,-92554.62642315254,278.2375,24.643055555555556,0.4672519590395192,1778.6666666666667,0,128,720
Fixed,0.5,9,-254100.36003867668,750.8125,45.233333333333334,0.4572224012808874,5134.472222222223,0,132,720
Fixed,0.5,10,-124627.29445324354,379.61944444444447,30.644444444444446,0.445344690942309,2503.3333333333335,0,116,720
MaxPressure,0.5,1,-245801.70524887665,758.0805555555555,45.233333333333334,0.41067244850306045,4306.527777777777,0,132,720
MaxPressure,0.5,2,-319368.53947306576,1004.1791666666667,51.584722222222226,0.42610867160061994,7139.638888888889,0,120,720
MaxPressure,0.5,3,-181269.7570584275,535.1041666666666,26.09722222222222,0.47017156679390204,5385.555555555556,0,86,720
MaxPressure,0.5,4,-183383.8858661905,553.8541666666666,35.64861111111111,0.46613826940043107,3622.5555555555557,0,116,720
MaxPressure,0.5,5,-210093.7703399323,621.2097222222222,37.52777777777778,0.45727009227913284,3033.0555555555557,0,150,720
MaxPressure,0.5,6,-152053.97768840718,451.68888888888887,31.92222222222222,0.460081890773856,2452.6388888888887,0,96,720
MaxPressure,0.5,7,-445799.3108456397,1390.2694444444444,62.3125,0.4306057668497993,10694.611111111111,0,114,720
MaxPressure,0.5,8,-206037.79355042725,605.6527777777778,38.0625,0.4416368075336019,2956.0555555555557,0,136,720
MaxPressure,0.5,9,-128631.078211461,374.81944444444446,26.744444444444444,0.4952694975046648,2220.4166666666665,0,126,720
MaxPressure,0.5,10,-196095.6289049566,579.0222222222222,37.55694444444445,0.46633752294712594,3043.6944444444443,0,150,720
CoLight,0.5,1,-360845.5235482834,1152.7652777777778,21.45277777777778,0.4538127235343887,20552.5,0,106,720
CoLight,0.5,2,-88547.65445713066,262.2972222222222,21.84861111111111,0.4965484126419243,2511.277777777778,0,136,720
CoLight,0.5,3,-104004.9283290688,303.0236111111111,20.78472222222222,0.5450385605036798,3065.777777777778,0,88,720
CoLight,0.5,4,-10248323.609103128,32875.65,128.6652777777778,0.40652362558887234,337118.8888888889,0,104,720
CoLight,0.5,5,-86040.53839614839,252.46944444444443,21.169444444444444,0.47656664883510935,2301.0555555555557,0,78,720
CoLight,0.5,6,-72518.05516788363,210.05972222222223,19.180555555555557,0.5048850364983082,1533.75,0,136,720
CoLight,0.5,7,-57180.92942374722,166.01388888888889,16.191666666666666,0.4899510358667208,1202.0833333333333,0,152,720
CoLight,0.5,8,-108887.02163895889,329.7972222222222,24.75138888888889,0.45195203221713504,2842.6944444444443,0,142,720
CoLight,0.5,9,-183993.821067632,535.2319444444445,25.041666666666668,0.45981975755550797,6223.25,0,100,720
CoLight,0.5,10,-72922.71069915817,218.04722222222222,18.230555555555554,0.4852347183248235,2071.1666666666665,0,122,720
